links,content
https://doj.gov.in/2nd-regional-event-overview/,"Last updated: 08-07-2024
Second regional event was held at Prayagraj, Uttar Pradesh on 16th July 2024 at the Allahabad Medical Association Convention Centre. This event was graced by Honourable Minister of State Minister of Law and Justice (Independent Charge) and Minister of State for Parliamentary Affairs Shri Arjun Ram Meghwal along with Chief Justice of High Court of judicature at Allahabad Shri Arun Bhansali, Executive Chairman of Uttar Pradesh State Legal Services Authority Shri Manoj Kumar Gupta.
A gathering of 800+ audience attended the event both physically and digitally. Members from the Bar Association, Village Level Entrepreneurs from Common Service Centers, Senior officials from Department of Justice (DoJ), citizens who have won the competition under the campaigns, judicial officers and representatives from district and central administration participated at the event.
The event witnessed the felicitation of citizens who won different competition under the Hamara Samvidhan Hamara Samman campaign conducted by DoJ through My Gov Platform. Efforts of the High Court of judicature at Allahabad on the creation of Pro Bono Panel under the Nyaya Bandhu programme of DoJ was commended and Registrar-General of the Hon’ble Court Shri Rajiv Bharati was appreciated. Dedicated portal on Hamara Samvidhan was launched that would serve as a knowledge hub on spreading constitutional education among masses in simple and easy to understand ways and to increase the participation of the citizens.
 
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 20242nd Regional Event – Overview"
https://doj.gov.in/media-2/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Media"
https://doj.gov.in/gallery/hamara-samvidhan-hamara-samman-2nd-regional-event-at-prayagraj-uttar-pradesh-16th-july-2024/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/photos/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Photos
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
1st Regional Event – “Hamara Samvidhan – Hamara Samman” at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
2nd Regional Event – “Hamara Samvidhan – Hamara Samman” at Prayagraj, Uttar Pradesh (16th July, 2024)"
https://doj.gov.in/videos-2/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Videos
Inauguration of the campaign ‘Hamara Samvidhan Hamara Samman’
Inauguration of the campaign ‘Hamara Samvidhan Hamara Samman’
Glimpses from the launch of ‘Hamara Samvidhan Hamara Samman’ Campaign.
Inauguration of 1st Regional/State level ‘Hamara Samvidhan Hamara Samman’ Campaign
Inauguration of 2nd Regional/State level ‘Hamara Samvidhan Hamara Samman’ Campaign"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/category/press-release/,"Download (PDF 80KB)
Download (PDF 76KB)
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Press Release
Tele Law Mobile App
Emergence of Lok Adalat as the most efficacious tool of Alternative Dispute Resolution"
https://doj.gov.in/photo-gallery/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Photo Gallery
Workshop organized to solve the typing related issues of official language Hindi (16 October, 2024)
Special Swachhata Campaign 4.0 (2nd – 31st October 2024)
Swachhta Hi Seva Campaign, 2024
Hindi Pakhwada (14th to 29th Sep, 2024)
Department of Justice organized “Ek Ped Maa ke Naam”- Global Campaign at Jaisalmer House (28 August, 2024)
Har Ghar Tiranga (9th – 15th, August 2024)
Webinar on Budget Announcements for 2024-25 in respect of Department of Justice (24th July, 2024)
“Hamara Samvidhan – Hamara Samman” 2nd Regional Event at Prayagraj, Uttar Pradesh (16th July, 2024)
Yoga Day Celebration (21st June, 2024)
Swachhta Pakhwada Organized in the Department (01st April, 2024 to 15th April, 2024)
“Hamara Samvidhan – Hamara Samman” event at Maharaja Ganga Singh University, Bikaner (9th March, 2024)
Inauguration of the Campaign “Hamara Samvidhan – Hamara Samman” at International Ambedkar Centre (24th Jan, 2024)
Essay Writing Competition under Vigilance Awareness Week, 2023
Training cum Workshop on prevention Sexual Harassment of Women (POSH) at workplace (2nd Nov, 2023)
Special Campaign 3.0 (2nd Oct to 31st Oct, 2023)
Swachhta Hi Seva Campaign, 2023
Hindi Pakhwada (14th to 30th Sep, 2023)
Tele Law 2.0 organized by DOJ at Siri Fort Auditorium, New Delhi (25th August, 2023)
Har Ghar Tiranga (13th – 15th, August 2023)
Review cum Follow-Up Meeting presided by Secretary sir, at Conference Hall, Jaisalmer house (24th, July 2023)"
https://doj.gov.in/video-gallery/,"Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Video Gallery
Special Campaign 2.0 at Department of Justice, Jaisalmer House, New Delhi (2nd Oct to 31st Oct, 2022)
Valedictory Ceremony of 1st All India District Legal Services Authorities’ Meet, New Delhi (31st July 2022)
1st All India District Legal Services Authorities’ Meet, New Delhi (30th July 2022)
Valedictory Ceremony of 18th All India Legal Services Authorities Meet, Jaipur (17th July 2022)
Inauguration of NALSA LACMS portal and mobile app and ePrisions – New Initiatives (16th July 2022)
Celebration of Constitution Day (संविधान दिवस) in Department of Justice on 26th November 2021
Ministry of Law & Justice and NALSA’s tableau “Ek Mutthi Aasman” showcases ‘Nyay Sabke Liye’.
Tele-Law Citizen Mobile App – e-tutorial English
Tele-Law Lawyer Mobile App – e-tutorial English
Tele-Law App Promo
Tele-Law on Wheels
Footprint of Tele-Law
Tele-Law: White Board Movie
National Gold Award 2020-21 for eGovernance
Presentation by Virtual Courts by Ashish Shiradhonkar – on 7th Jan,2022.
Launch of Citizens Tele-Law Mobile Application & Felicitation of Frontline Functionaries
Secretary Justice speaking at Legal Awareness & Outreach event held by State Legal Services Authority Madhya Pradesh on 14th Oct, 2021"
https://doj.gov.in/events/,"The e-Courts project of the Department of Justice was conferred with the prestigious National Award 2020-21 under ‘Gold Category for…
Tele-Law Mega Event To Commemorate Azadi Ka Amrit Mahotsav (13th Nov, 2021)
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Events
All India District Legal Services Authority Meet (30th – 31th July, 2022)
Valedictory Ceremony of 18th All India Legal Services Authorities Meet, Jaipur (17th July 2022)
Vision @2047- Consultation with Bar Council National & States (13th June, 2022)
Vision @2047- Consultation with Civil Society Organizations (10th June, 2022)
Vision @2047- Consultation with Law student (09th June, 2022)
National Award for e-governance to e-Courts Mission Mode Project
Tele-Law Mega Event (13th November 2021)"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
